Age,Gender,Marital_Status,Family_Members,Education,Occupation,Job_Title,Income,Current_Product,Current_Product_Type,Current_Coverage,New_Product_Type,New_Coverage,Rating,target
38.0,M,Married,6.0,MD,SPT,PG,9.780892744,No,NO,0.0,ANS,15000000.0,Hot,1
28.0,F,Divorced,1.0,UHS,SPT,DD,1.265394527,No,NO,0.0,PMT,15000000.0,Cold,0
23.0,M,Single,4.0,MD,SE,PG,9.0,Yes,INV,15000000.0,END,4000000.0,Hot,1
31.0,F,Married,4.0,NE,SE,CF,2.072883336,No,NO,0.0,END,2000000.0,Cold,0
46.0,M,Single,6.0,UHS,SE,CF,2.459806861,No,NO,0.0,ANS,1000000.0,Cold,1
37.0,M,Married,6.0,PD,SE,FH,1.915507248,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
58.0,M,Divorced,2.0,BD,SPT,BA,7.860256896,Yes,ANS,3000000.0,PMT,15000000.0,Warm,0
39.0,M,Married,3.0,BD,SPT,RR,9.484364377,No,NO,0.0,PMT,15000000.0,Hot,1
53.0,F,Married,9.0,PD,SE,FH,2.522278678,No,NO,0.0,ANS,1000000.0,Cold,0
23.0,M,Married,4.0,PD,SE,FH,1.53332852,No,NO,0.0,END,15000000.0,Cold,0
21.0,M,Single,2.0,UHS,SPT,OM,2.253812383,Yes,PMT,15000000.0,END,3000000.0,Warm,0
25.0,M,Married,8.0,MD,SE,FH,2.022369254,Yes,END,15000000.0,INV,2000000.0,Warm,0
45.0,F,Married,5.0,BD,SPT,RR,9.696851794,No,NO,0.0,INV,15000000.0,Warm,0
29.0,M,Married,7.0,BD,SPT,BA,5.92512719,No,NO,0.0,END,15000000.0,Hot,1
44.0,M,Divorced,2.0,PD,SE,FH,2.48855621,No,NO,0.0,ANS,15000000.0,Cold,0
37.0,M,Single,7.0,MD,SPT,PR,5.806510958,Yes,ANS,3000000.0,TLE,3000000.0,Hot,1
33.0,M,Married,2.0,MD,SPT,PG,9.343075964,No,NO,0.0,END,4000000.0,Hot,1
33.0,M,Single,2.0,NE,SPT,DD,1.098267642,Yes,INV,50000.0,ANS,15000000.0,Cold,0
44.0,M,Married,3.0,BD,SPT,PG,9.82455645,Yes,ANS,15000000.0,TLE,1000000.0,Warm,0
33.0,M,Divorced,6.0,UHS,SPT,DD,1.337895921,Yes,END,15000000.0,INV,15000000.0,Cold,0
40.0,F,Divorced,9.0,UHS,SPT,DD,1.596131037,Yes,ANS,1000000.0,PMT,1000000.0,Cold,0
22.0,M,Single,7.0,LHS,SE,OT,2.214608415,Yes,END,15000000.0,TLE,15000000.0,Warm,0
53.0,M,Married,3.0,UHS,SPT,DD,1.937170812,Yes,PMT,1000000.0,TLE,1000000.0,Cold,0
24.0,F,Married,5.0,BD,SE,FH,1.5,Yes,TLE,50000.0,PMT,2000000.0,Cold,0
50.0,M,Married,9.0,MD,SPT,PR,7.248218655,Yes,ANS,15000000.0,INV,15000000.0,Warm,0
40.0,F,Single,2.0,BD,SPT,PG,9.249626503,No,NO,0.0,INV,1000000.0,Warm,1
29.0,M,Single,4.0,LHS,SFT,OC,4.976704413,No,NO,0.0,END,2000000.0,Hot,1
57.0,M,Married,4.0,BD,SE,FH,2.962770672,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
55.0,M,Married,2.0,BD,SPT,RR,10.0,Yes,ANS,4000000.0,INV,5000000.0,Warm,1
53.0,F,Married,2.0,BD,SE,FH,3.0,Yes,ANS,4000000.0,TLE,2000000.0,Cold,0
57.0,M,Divorced,6.0,BD,SPT,PG,9.72693628,Yes,ANS,1000000.0,TLE,3000000.0,Warm,1
51.0,M,Married,9.0,BD,SPT,RR,9.589929512,Yes,ANS,2000000.0,PMT,15000000.0,Warm,1
60.0,M,Married,3.0,UHS,SE,OT,3.426561135,Yes,TLE,1000000.0,ANS,15000000.0,Cold,0
44.0,M,Single,4.0,BD,SPT,BA,6.719178896,No,NO,0.0,PMT,1000000.0,Warm,1
39.0,M,Married,2.0,LHS,SE,OT,2.739748797,No,NO,0.0,TLE,15000000.0,Cold,0
60.0,M,Married,3.0,BD,SE,PG,9.930572719,Yes,ANS,2000000.0,PMT,2000000.0,Warm,0
51.0,M,Divorced,6.0,NE,SPT,OM,3.29986495,Yes,PMT,1000000.0,TLE,2000000.0,Cold,0
49.0,M,Married,9.0,BD,SPT,PG,9.552486146,No,NO,0.0,ANS,15000000.0,Warm,1
30.0,F,Married,9.0,BD,SPT,BA,6.345250193,No,NO,0.0,ANS,5000000.0,Hot,1
43.0,M,Divorced,5.0,MD,SE,PG,9.493144846,Yes,ANS,4000000.0,TLE,5000000.0,Warm,0
40.0,M,Single,8.0,UHS,SPT,OT,2.795113687,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
50.0,M,Divorced,10.0,MD,SPT,RR,9.877183631,Yes,ANS,3000000.0,TLE,2000000.0,Warm,1
58.0,M,Divorced,2.0,BD,SPT,BA,7.800519025,Yes,PMT,2000000.0,ANS,2000000.0,Warm,0
25.0,M,Married,4.0,PD,SPT,PG,9.0,Yes,INV,15000000.0,TLE,4000000.0,Hot,0
51.0,F,Married,2.0,MD,SPT,RR,9.760811451,Yes,INV,15000000.0,TLE,2000000.0,Warm,0
31.0,M,Married,4.0,UHS,SPT,OM,2.609772277,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
19.0,F,Single,4.0,LHS,SFT,CB,1.18179725,No,NO,0.0,END,1000000.0,Cold,0
47.0,F,Divorced,8.0,MD,SPT,PG,9.441906983,Yes,INV,1000000.0,ANS,1000000.0,Warm,0
49.0,F,Married,6.0,LHS,SFT,CB,1.742653003,No,NO,0.0,PMT,1000000.0,Cold,0
18.0,F,Single,6.0,NE,SPT,DD,1.0,No,NO,0.0,END,1000000.0,Cold,0
57.0,M,Married,5.0,PD,SPT,BA,8.0,No,NO,0.0,TLE,1000000.0,Warm,1
39.0,M,Divorced,4.0,MD,SPT,PR,6.629670083,Yes,TLE,4000000.0,ANS,4000000.0,Hot,0
27.0,M,Single,2.0,LHS,SFT,DD,1.089648361,No,NO,0.0,PMT,1000000.0,Cold,0
47.0,M,Married,2.0,LHS,SFT,OM,2.583706606,Yes,PMT,1000000.0,TLE,15000000.0,Cold,0
35.0,M,Married,5.0,MD,SE,PG,9.706734172,Yes,INV,2000000.0,END,15000000.0,Hot,0
56.0,M,Married,5.0,LHS,SE,OT,3.5,No,NO,0.0,TLE,1000000.0,Cold,0
35.0,F,Single,7.0,MD,SPT,RR,9.460228216,Yes,ANS,15000000.0,TLE,3000000.0,Hot,0
51.0,M,Married,2.0,UHS,SE,OT,3.5,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
58.0,M,Divorced,6.0,MD,SPT,RR,9.736304479,Yes,INV,4000000.0,ANS,4000000.0,Warm,1
28.0,F,Single,2.0,PD,SPT,BA,5.400330369,No,NO,0.0,INV,3000000.0,Hot,1
49.0,M,Married,7.0,BD,SPT,BA,7.223992614,Yes,INV,3000000.0,ANS,4000000.0,Warm,0
42.0,M,Married,9.0,UHS,SPT,OM,2.733816713,No,NO,0.0,PMT,1000000.0,Cold,0
43.0,F,Married,3.0,MD,SE,FH,2.47028737,No,NO,0.0,TLE,15000000.0,Cold,1
31.0,M,Married,5.0,NE,SPT,OM,2.707238106,Yes,INV,4000000.0,ANS,1000000.0,Cold,0
21.0,F,Single,1.0,BD,SE,FH,1.5,No,NO,0.0,INV,1000000.0,Cold,0
36.0,F,Married,4.0,UHS,SPT,DD,1.478726968,Yes,TLE,1000000.0,PMT,1000000.0,Cold,0
34.0,M,Single,6.0,BD,SE,FH,2.018771249,No,NO,0.0,END,15000000.0,Cold,0
47.0,F,Married,2.0,BD,SPT,PR,7.505090332,Yes,INV,15000000.0,PMT,2000000.0,Warm,0
54.0,M,Married,3.0,MD,SPT,PR,7.363220011,No,NO,0.0,TLE,15000000.0,Warm,1
56.0,M,Divorced,7.0,BD,SPT,RR,9.946398937,Yes,ANS,15000000.0,TLE,1000000.0,Warm,0
49.0,F,Divorced,4.0,UHS,SPT,OM,3.171461552,No,NO,0.0,ANS,1000000.0,Cold,0
22.0,M,Married,9.0,UHS,SPT,DD,1.186167972,Yes,INV,15000000.0,PMT,15000000.0,Cold,0
28.0,M,Married,5.0,PD,SPT,RR,9.362638457,Yes,END,1000000.0,ANS,5000000.0,Hot,1
36.0,M,Married,6.0,BD,SE,FH,1.936539773,No,NO,0.0,TLE,2000000.0,Cold,0
43.0,M,Married,4.0,UHS,SPT,DD,1.289259965,Yes,PMT,2000000.0,ANS,1000000.0,Cold,0
21.0,F,Single,3.0,BD,SPT,PG,9.085323681,No,NO,0.0,INV,15000000.0,Hot,1
57.0,M,Married,2.0,BD,SPT,BA,7.602120173,Yes,ANS,2000000.0,INV,3000000.0,Warm,1
20.0,F,Single,3.0,NE,SPT,OM,2.29754493,No,NO,0.0,END,3000000.0,Warm,0
52.0,M,Married,4.0,BD,SPT,PG,10.0,Yes,ANS,3000000.0,TLE,1000000.0,Warm,1
46.0,F,Married,3.0,BD,SE,FH,2.265996801,No,NO,0.0,TLE,1000000.0,Cold,0
51.0,M,Divorced,7.0,BD,SPT,PG,10.0,Yes,INV,15000000.0,TLE,15000000.0,Warm,0
38.0,F,Divorced,3.0,UHS,SPT,DD,1.326446771,Yes,PMT,4000000.0,TLE,15000000.0,Cold,0
19.0,F,Married,4.0,NE,SPT,DD,1.0,No,NO,0.0,INV,15000000.0,Cold,0
54.0,M,Divorced,2.0,PD,SPT,BA,7.773211633,Yes,INV,15000000.0,PMT,3000000.0,Warm,0
21.0,F,Married,5.0,NE,SPT,CB,1.0,Yes,END,50000.0,PMT,1000000.0,Cold,0
45.0,M,Married,5.0,BD,SPT,PG,9.67760588,No,NO,0.0,TLE,5000000.0,Warm,1
45.0,F,Married,5.0,PD,SPT,PR,6.821646068,Yes,TLE,15000000.0,ANS,2000000.0,Warm,0
39.0,F,Divorced,10.0,MD,SE,FH,2.078263111,No,NO,0.0,TLE,2000000.0,Cold,0
30.0,F,Single,3.0,BD,SE,FH,1.915003046,No,NO,0.0,INV,2000000.0,Cold,0
33.0,F,Divorced,4.0,MD,SE,FH,2.188461605,No,NO,0.0,END,2000000.0,Cold,0
38.0,M,Married,5.0,BD,SE,FH,2.138363131,Yes,ANS,2000000.0,TLE,1000000.0,Cold,0
42.0,F,Divorced,1.0,LHS,SFT,OC,5.292456909,No,NO,0.0,TLE,3000000.0,Warm,1
41.0,M,Married,5.0,MD,SPT,PG,9.424803447,Yes,INV,4000000.0,ANS,1000000.0,Warm,1
19.0,F,Single,10.0,NE,SPT,OM,2.0,No,NO,0.0,PMT,1000000.0,Warm,1
21.0,F,Single,1.0,PD,SE,FH,1.841625176,No,NO,0.0,END,1000000.0,Cold,0
30.0,F,Single,2.0,MD,SPT,PG,9.282899246,No,NO,0.0,END,3000000.0,Hot,1
58.0,M,Married,4.0,BD,SE,FH,3.0,Yes,TLE,50000.0,ANS,2000000.0,Cold,0
40.0,F,Divorced,3.0,LHS,SE,CF,2.430589525,Yes,ANS,4000000.0,TLE,15000000.0,Cold,0
44.0,M,Married,5.0,UHS,SPT,DD,1.612869148,Yes,PMT,1000000.0,TLE,15000000.0,Cold,0
56.0,F,Single,7.0,LHS,SFT,CB,1.934965397,No,NO,0.0,TLE,15000000.0,Cold,1
58.0,F,Divorced,2.0,BD,SE,FH,2.427541403,No,NO,0.0,ANS,1000000.0,Cold,0
45.0,F,Married,9.0,PD,SPT,PR,6.80513551,Yes,ANS,15000000.0,TLE,1000000.0,Warm,0
53.0,F,Divorced,2.0,MD,SPT,PG,10.0,Yes,ANS,2000000.0,TLE,1000000.0,Warm,1
23.0,M,Married,10.0,BD,SPT,PG,9.0,No,NO,0.0,INV,2000000.0,Hot,1
32.0,M,Divorced,7.0,PD,SE,FH,2.143760517,Yes,INV,15000000.0,PMT,2000000.0,Cold,0
57.0,F,Divorced,4.0,PD,SE,FH,2.670874779,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
33.0,M,Married,2.0,BD,SPT,PG,9.570796593,Yes,END,1000000.0,INV,1000000.0,Hot,1
59.0,F,Divorced,10.0,BD,SPT,PG,10.0,No,NO,0.0,ANS,15000000.0,Warm,1
32.0,F,Divorced,6.0,BD,SE,FH,1.926918348,No,NO,0.0,END,15000000.0,Cold,0
44.0,M,Married,9.0,NE,SPT,OM,3.429894855,Yes,PMT,15000000.0,ANS,15000000.0,Cold,0
21.0,M,Single,2.0,MD,SE,FH,1.997642184,No,NO,0.0,END,2000000.0,Cold,0
35.0,M,Divorced,1.0,PD,SPT,PR,6.023368007,Yes,INV,3000000.0,ANS,5000000.0,Hot,1
23.0,M,Single,7.0,MD,SPT,PG,9.147230263,No,NO,0.0,END,4000000.0,Hot,1
50.0,M,Divorced,4.0,MD,SE,FH,2.687846611,Yes,ANS,50000.0,TLE,15000000.0,Cold,0
45.0,M,Divorced,1.0,UHS,SPT,CB,1.496891232,No,NO,0.0,TLE,1000000.0,Cold,0
43.0,M,Divorced,1.0,BD,SE,PG,9.495809951,No,NO,0.0,PMT,2000000.0,Warm,1
20.0,M,Married,2.0,LHS,SE,OT,2.405381326,No,NO,0.0,INV,3000000.0,Warm,1
27.0,M,Divorced,3.0,PD,SPT,BA,5.747642572,Yes,END,15000000.0,PMT,4000000.0,Hot,1
20.0,F,Single,4.0,NE,SPT,CB,1.0,No,NO,0.0,INV,1000000.0,Cold,1
56.0,M,Single,2.0,NE,SPT,DD,2.0,Yes,PMT,2000000.0,TLE,1000000.0,Cold,0
27.0,M,Single,4.0,NE,SPT,OT,2.438409321,No,NO,0.0,END,2000000.0,Warm,0
33.0,M,Married,5.0,MD,SPT,RR,9.249798228,Yes,INV,1000000.0,END,15000000.0,Hot,1
44.0,M,Single,7.0,BD,SPT,PG,9.596555714,Yes,ANS,2000000.0,TLE,5000000.0,Warm,1
28.0,M,Married,8.0,UHS,SE,DD,1.184176198,Yes,END,15000000.0,INV,1000000.0,Cold,0
28.0,M,Single,3.0,BD,SE,FH,1.560295506,No,NO,0.0,ANS,2000000.0,Cold,0
51.0,F,Married,3.0,LHS,SFT,DD,1.677137359,Yes,PMT,50000.0,TLE,15000000.0,Cold,0
34.0,M,Single,3.0,UHS,SPT,OT,2.574503191,Yes,ANS,50000.0,END,1000000.0,Cold,0
38.0,M,Married,2.0,BD,SE,FH,1.913040297,No,NO,0.0,ANS,2000000.0,Cold,0
18.0,M,Single,6.0,NE,SPT,PA,4.533983257,No,NO,0.0,ANS,15000000.0,Hot,1
33.0,F,Divorced,2.0,NE,SE,DD,1.366430498,Yes,END,4000000.0,ANS,1000000.0,Cold,0
23.0,M,Married,9.0,BD,SPT,PR,5.49381631,No,NO,0.0,END,15000000.0,Hot,1
27.0,F,Single,6.0,BD,SPT,RR,9.316462553,No,NO,0.0,TLE,3000000.0,Hot,1
25.0,F,Single,2.0,PD,SPT,PG,9.174967467,No,NO,0.0,ANS,15000000.0,Hot,1
32.0,M,Married,2.0,BD,SPT,PG,9.461586727,Yes,ANS,15000000.0,END,1000000.0,Hot,1
45.0,M,Married,10.0,PD,SPT,PG,9.441269353,No,NO,0.0,INV,2000000.0,Warm,1
50.0,F,Divorced,3.0,BD,SE,FH,2.665080774,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
55.0,M,Married,4.0,MD,SE,FH,2.613932176,Yes,ANS,15000000.0,TLE,1000000.0,Cold,0
59.0,M,Married,2.0,BD,SPT,PG,10.0,Yes,TLE,15000000.0,ANS,2000000.0,Warm,0
59.0,M,Divorced,1.0,MD,SE,FH,3.0,Yes,TLE,1000000.0,ANS,1000000.0,Cold,1
34.0,M,Married,2.0,LHS,SE,OT,2.697543222,Yes,INV,15000000.0,TLE,3000000.0,Cold,0
47.0,F,Divorced,6.0,BD,SPT,PG,9.589431665,No,NO,0.0,INV,1000000.0,Warm,1
58.0,M,Divorced,3.0,MD,SPT,BA,7.728908283,Yes,INV,3000000.0,ANS,3000000.0,Warm,1
20.0,M,Married,2.0,NE,SE,OT,2.434158016,No,NO,0.0,ANS,2000000.0,Warm,1
32.0,M,Married,4.0,MD,SE,FH,1.699923052,Yes,END,2000000.0,INV,15000000.0,Cold,0
52.0,M,Married,5.0,NE,SPT,OM,3.228147299,No,NO,0.0,TLE,3000000.0,Cold,0
31.0,F,Divorced,1.0,BD,SPT,PG,9.27725002,No,NO,0.0,INV,3000000.0,Hot,1
54.0,M,Married,7.0,BD,SE,FH,2.556769665,No,NO,0.0,TLE,2000000.0,Cold,0
22.0,F,Single,1.0,BD,SPT,PR,5.443196548,No,NO,0.0,INV,4000000.0,Hot,1
52.0,M,Married,5.0,BD,SE,FH,2.464324122,Yes,TLE,1000000.0,ANS,2000000.0,Cold,0
36.0,M,Divorced,8.0,BD,SPT,BA,6.233430984,No,NO,0.0,PMT,4000000.0,Hot,1
21.0,F,Single,1.0,MD,SPT,RR,9.0,No,NO,0.0,END,15000000.0,Hot,1
60.0,M,Divorced,6.0,MD,SPT,BA,6.889731498752992,Yes,ANS,4000000.0,INV,4000000.0,Warm,0
36.0,M,Single,6.0,UHS,SE,OT,2.739188083,Yes,TLE,1000000.0,ANS,15000000.0,Cold,0
36.0,M,Married,2.0,LHS,SFT,DD,1.439825939,Yes,PMT,3000000.0,TLE,15000000.0,Cold,0
25.0,M,Single,3.0,BD,SPT,PG,9.166458542,No,NO,0.0,END,5000000.0,Hot,1
31.0,M,Divorced,1.0,PD,SPT,BA,5.750879822,No,NO,0.0,END,2000000.0,Hot,1
39.0,M,Married,4.0,BD,SPT,PG,9.753413423,Yes,TLE,4000000.0,ANS,1000000.0,Hot,1
36.0,F,Single,5.0,MD,SPT,RR,9.456799168,No,NO,0.0,INV,1000000.0,Hot,1
46.0,F,Married,10.0,UHS,SPT,DD,1.653610013,No,NO,0.0,TLE,1000000.0,Cold,0
59.0,M,Single,2.0,PD,SPT,RR,10.0,Yes,PMT,3000000.0,ANS,1000000.0,Warm,1
47.0,M,Divorced,2.0,LHS,SE,OT,3.096722557,Yes,ANS,1000000.0,TLE,3000000.0,Cold,0
48.0,F,Married,3.0,LHS,SFT,DD,1.363561892,No,NO,0.0,TLE,1000000.0,Cold,0
18.0,M,Single,1.0,NE,SE,CB,1.0,No,NO,0.0,INV,15000000.0,Cold,0
36.0,M,Divorced,4.0,MD,SE,PG,9.731521131,Yes,INV,1000000.0,TLE,4000000.0,Hot,1
32.0,M,Married,6.0,BD,SE,FH,2.111653921,No,NO,0.0,INV,15000000.0,Cold,0
34.0,F,Single,2.0,BD,SPT,PR,5.381579633,No,NO,0.0,ANS,1000000.0,Hot,1
20.0,F,Single,9.0,UHS,SPT,DD,1.305833238,No,NO,0.0,ANS,1000000.0,Cold,0
43.0,M,Married,7.0,BD,SPT,RR,9.611018113,Yes,ANS,4000000.0,PMT,4000000.0,Warm,1
50.0,M,Married,6.0,MD,SE,FH,2.710852332,Yes,ANS,1000000.0,TLE,1000000.0,Cold,0
50.0,M,Divorced,6.0,MD,SE,FH,3.0,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
59.0,M,Divorced,6.0,BD,SE,FH,3.0,Yes,TLE,2000000.0,ANS,15000000.0,Cold,0
40.0,F,Divorced,5.0,UHS,SE,OT,2.566582981,No,NO,0.0,ANS,1000000.0,Cold,0
45.0,M,Divorced,8.0,PD,SE,FH,2.289827346,No,NO,0.0,ANS,15000000.0,Cold,0
51.0,F,Divorced,8.0,LHS,SE,CB,1.930596782,Yes,PMT,15000000.0,TLE,15000000.0,Cold,0
57.0,F,Married,4.0,MD,SE,PG,9.961800712,Yes,INV,15000000.0,ANS,4000000.0,Warm,0
46.0,M,Divorced,6.0,MD,SPT,PG,9.515500928,Yes,ANS,15000000.0,INV,4000000.0,Warm,0
19.0,M,Single,3.0,NE,SPT,CB,1.0,No,NO,0.0,PMT,15000000.0,Cold,0
51.0,F,Married,5.0,BD,SE,FH,2.794108482,No,NO,0.0,TLE,2000000.0,Cold,0
47.0,F,Single,5.0,BD,SPT,RR,9.518112186,Yes,INV,4000000.0,ANS,1000000.0,Warm,1
48.0,M,Married,2.0,MD,SPT,PG,9.877537579,Yes,ANS,4000000.0,INV,4000000.0,Warm,1
34.0,F,Single,6.0,PD,SE,FH,2.008955453,No,NO,0.0,ANS,1000000.0,Cold,0
53.0,F,Married,5.0,LHS,SFT,CB,1.738513916,No,NO,0.0,ANS,15000000.0,Cold,1
20.0,F,Married,3.0,UHS,SPT,OM,2.0,No,NO,0.0,INV,2000000.0,Warm,1
53.0,F,Divorced,6.0,BD,SPT,PG,9.763499024,Yes,ANS,1000000.0,PMT,5000000.0,Warm,1
26.0,F,Married,5.0,PD,SPT,RR,9.083674652,No,NO,0.0,INV,15000000.0,Hot,1
49.0,F,Divorced,2.0,BD,SE,FH,2.666894103,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
37.0,F,Married,3.0,BD,SE,FH,1.941820193,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
37.0,F,Divorced,6.0,MD,SPT,RR,9.185494325,Yes,ANS,1000000.0,TLE,15000000.0,Hot,1
47.0,M,Married,7.0,BD,SE,FH,2.700353422,Yes,TLE,4000000.0,ANS,15000000.0,Cold,1
47.0,M,Married,3.0,MD,SE,FH,2.866242479,Yes,ANS,15000000.0,TLE,1000000.0,Cold,0
26.0,M,Divorced,6.0,NE,SPT,OM,2.526630339,Yes,PMT,50000.0,INV,3000000.0,Warm,0
24.0,M,Divorced,6.0,MD,SPT,PG,9.254439184,No,NO,0.0,TLE,5000000.0,Hot,0
54.0,F,Divorced,1.0,BD,SPT,RR,9.995991335,Yes,ANS,15000000.0,PMT,3000000.0,Warm,0
40.0,M,Married,2.0,MD,SE,FH,2.140536298,No,NO,0.0,TLE,2000000.0,Cold,0
46.0,M,Single,7.0,UHS,SPT,OM,2.785243475,Yes,TLE,50000.0,PMT,1000000.0,Cold,0
56.0,M,Divorced,4.0,UHS,SE,CF,3.0,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
32.0,M,Married,5.0,PD,SPT,PG,9.207619504,Yes,ANS,15000000.0,END,3000000.0,Hot,1
52.0,M,Married,5.0,PD,SPT,PR,7.356794332,Yes,INV,15000000.0,ANS,2000000.0,Warm,0
26.0,M,Married,3.0,MD,SPT,PR,5.590157765,Yes,END,15000000.0,INV,2000000.0,Hot,1
25.0,M,Divorced,2.0,MD,SPT,PG,9.109162488,No,NO,0.0,TLE,2000000.0,Hot,1
36.0,F,Married,7.0,PD,SPT,BA,6.028980051,Yes,ANS,50000.0,TLE,4000000.0,Hot,1
21.0,F,Single,2.0,UHS,SPT,OT,2.286832525,No,NO,0.0,END,1000000.0,Warm,0
50.0,M,Married,5.0,PD,SE,FH,2.875935619,Yes,ANS,1000000.0,TLE,15000000.0,Cold,0
46.0,M,Single,9.0,UHS,SPT,OT,3.5,Yes,ANS,4000000.0,TLE,1000000.0,Cold,1
37.0,F,Divorced,3.0,NE,SPT,CB,1.293957874,Yes,TLE,50000.0,PMT,1000000.0,Cold,0
31.0,M,Married,4.0,BD,SE,FH,1.966265469,No,NO,0.0,INV,15000000.0,Cold,0
30.0,F,Married,8.0,MD,SE,FH,1.792885348,Yes,END,15000000.0,TLE,2000000.0,Cold,0
40.0,M,Married,7.0,PD,SPT,PG,9.857104693,No,NO,0.0,TLE,15000000.0,Warm,0
19.0,M,Single,1.0,NE,SE,DD,1.0,No,NO,0.0,INV,15000000.0,Cold,0
25.0,M,Divorced,3.0,LHS,SFT,DD,1.004162019,Yes,ANS,2000000.0,INV,15000000.0,Cold,0
46.0,F,Married,4.0,BD,SPT,PG,9.44424217,Yes,INV,15000000.0,TLE,15000000.0,Warm,0
27.0,F,Single,8.0,MD,SPT,RR,9.202513848,Yes,END,3000000.0,INV,1000000.0,Hot,1
41.0,M,Single,1.0,PD,SE,FH,2.278136436,Yes,TLE,50000.0,ANS,2000000.0,Cold,0
37.0,M,Married,8.0,BD,SE,FH,1.878814495,No,NO,0.0,ANS,15000000.0,Cold,0
44.0,M,Married,5.0,BD,SE,FH,2.850079754,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
41.0,F,Divorced,6.0,UHS,SPT,OT,2.903467736,Yes,ANS,50000.0,TLE,15000000.0,Cold,0
19.0,M,Married,3.0,NE,SE,OT,2.121914541,No,NO,0.0,END,2000000.0,Warm,1
34.0,M,Married,2.0,LHS,SE,OM,2.711868083,No,NO,0.0,END,2000000.0,Cold,0
33.0,F,Married,4.0,PD,SPT,PG,9.220975402,Yes,INV,3000000.0,ANS,5000000.0,Hot,1
33.0,F,Married,8.0,BD,SE,FH,1.87682289,Yes,ANS,15000000.0,TLE,1000000.0,Cold,0
31.0,M,Married,2.0,PD,SE,FH,1.849598552,Yes,INV,3000000.0,ANS,15000000.0,Cold,0
47.0,F,Married,7.0,BD,SE,PG,9.87707484,Yes,TLE,15000000.0,ANS,15000000.0,Warm,0
60.0,M,Married,5.0,PD,SPT,BA,7.300042254,Yes,ANS,4000000.0,TLE,5000000.0,Warm,0
40.0,M,Married,9.0,PD,SPT,PG,9.533285947,Yes,ANS,15000000.0,TLE,2000000.0,Hot,1
21.0,F,Married,5.0,BD,SPT,BA,5.069010624,Yes,TLE,15000000.0,PMT,2000000.0,Hot,1
56.0,F,Divorced,1.0,BD,SPT,PG,9.770002409,Yes,ANS,3000000.0,INV,2000000.0,Warm,1
42.0,M,Married,9.0,PD,SPT,PG,9.617886771,No,NO,0.0,INV,15000000.0,Warm,1
58.0,F,Married,5.0,PD,SE,FH,2.979497781,Yes,ANS,15000000.0,TLE,15000000.0,Cold,0
44.0,F,Divorced,1.0,PD,SPT,PR,7.10420542,No,NO,0.0,INV,4000000.0,Warm,0
31.0,M,Married,5.0,LHS,SFT,DD,1.239581483,Yes,INV,50000.0,END,1000000.0,Cold,0
25.0,F,Single,6.0,UHS,SPT,DD,1.0,Yes,INV,15000000.0,END,1000000.0,Cold,0
32.0,F,Married,2.0,PD,SE,PG,9.269325704,Yes,INV,15000000.0,PMT,1000000.0,Hot,1
23.0,M,Single,8.0,BD,SPT,PG,9.183899587,Yes,END,4000000.0,ANS,1000000.0,Hot,1
52.0,M,Divorced,3.0,BD,SPT,BA,7.378998772,No,NO,0.0,INV,1000000.0,Warm,1
35.0,M,Married,5.0,UHS,SE,DD,1.4660041,Yes,INV,2000000.0,PMT,15000000.0,Cold,0
23.0,M,Married,9.0,LHS,SE,DD,1.0,No,NO,0.0,END,15000000.0,Cold,0
24.0,M,Married,7.0,UHS,SPT,OT,2.316663106,Yes,END,2000000.0,PMT,3000000.0,Warm,0
55.0,M,Divorced,2.0,PD,SPT,PG,9.661321999,Yes,ANS,2000000.0,INV,3000000.0,Warm,1
34.0,M,Married,7.0,BD,SE,FH,2.271804428,No,NO,0.0,INV,15000000.0,Cold,0
21.0,M,Single,1.0,PD,SPT,PG,9.014481853,No,NO,0.0,INV,15000000.0,Hot,1
33.0,F,Single,9.0,UHS,SE,OT,2.491269782,Yes,TLE,15000000.0,INV,3000000.0,Cold,0
53.0,M,Married,9.0,BD,SPT,PR,7.575838418,No,NO,0.0,INV,1000000.0,Warm,1
22.0,M,Divorced,6.0,LHS,SE,CB,1.33160368,No,NO,0.0,INV,15000000.0,Cold,0
41.0,M,Single,1.0,BD,SPT,PR,6.530307792,Yes,ANS,15000000.0,TLE,1000000.0,Warm,0
26.0,M,Married,6.0,BD,SE,FH,2.15367866,No,NO,0.0,INV,15000000.0,Warm,1
59.0,F,Married,5.0,MD,SPT,PG,10.0,Yes,TLE,15000000.0,ANS,5000000.0,Warm,0
37.0,M,Married,3.0,MD,SE,FH,1.804894291,No,NO,0.0,ANS,2000000.0,Cold,0
